"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"MSC-AS1 (ENSG00000235531.5)",0,0.03,0,7.37,11.0825,15.94,0,0,0,10.5625,8.0375,12.455,0,0,0,0,0,0
"RPL6P27 (ENSG00000235552.4)",28.24,26.0775,32.9925,54.1075,62.1875,61.4225,241.565,239.8925,238.4775,39.94,47.2875,47.19,39.655,39.83,43.2325,18.535,19.0175,20.625
" (ENSG00000235560.3)",2.595,1.895,1.965,4.2625,4.59,2.61,1.3475,1.375,1.745,3.6725,3.9625,3.6625,1.9,0.535,1.0325,8.5775,8.3075,8.16
"NFAM1 (ENSG00000235568.2)",0.705,0.67,0.5225,0,0,0,0,0,0,0.5825,0.365,0.4275,0.02,0.0325,0,1.4225,1.33,1.675
"GAPDHP65 (ENSG00000235587.2)",1.62,2.32,1.695,3.9,3.4575,2.455,4.66,4.6,4.13,5.385,6.3725,5.2075,4.0075,1.9225,2.86,2.89,1.2675,0.95
" (ENSG00000235605.1)",1.3125,4.1375,1.3175,2.3775,2.69,7.3925,3.75,4.45,2.855,2.285,2.86,3.8725,2.1725,2.5375,1.9,2.0175,0,0
" (ENSG00000235609.4)",1.475,1.94,1.6175,0.99,0.4325,0.9325,0.81,0.3375,0.1275,1.3125,0.2425,0.225,85.1325,88.075,77.265,0.075,0.1175,0.1825
"NUS1P1 (ENSG00000235636.1)",8.725,11.0425,8.4525,10.0575,11.6975,10.035,12.23,11.975,13.08,10.77,7.64,10.155,14.7625,14.085,12.885,2.5825,4.9675,4.1775
" (ENSG00000235652.3)",0.96,0.9925,1.4325,0.725,0.835,0.345,0.4725,0.34,0.8075,0.1575,0.51,0.0875,1.15,1.715,1.2375,1.0525,1.2425,1.75
"H3F3AP4 (ENSG00000235655.2)",402.7,397.645,426.6325,641.1375,467.51,449.7575,308.4575,317.805,291.995,542.7125,495.6375,475.1325,397.395,396.975,368.5125,1135.05,908.6025,911.305
"LINC00894 (ENSG00000235703.1)",1.9675,0.9825,1.6875,0.5175,0.5925,0,0.44,0.385,0.355,1.425,0.84,0.4075,0.35,0.3625,0.305,6.2,8.555,5.6425
"DICER1-AS1 (ENSG00000235706.3)",3.3375,2.1675,1.295,1.415,0.7725,0.42,0.4925,0.34,0.495,0.965,1.2325,0.7625,0.495,0.65,0.635,5.385,6.885,8.6525
"GABPAP (ENSG00000235720.1)",0.175,0.225,0,0,0.615,0.66,0.985,0.275,1.0425,0.5125,0.33,0.715,0.545,0.4025,1.1575,0,0.2225,0.84
" (ENSG00000235725.1)",0,0,0,0.25,0.3725,0.3175,0,0,0,1.0625,1.3,1.4875,0.075,0,0,0,0,0
"KIAA0040 (ENSG00000235750.5)",25.7925,26.5925,23.9725,35.7425,29.805,28.3675,0.2975,0.2225,0.2725,20.1,18.545,18.9975,20.445,18.44,19.055,32.955,58.9775,57.5625
" (ENSG00000235776.2)",2.625,2.0925,1.705,3.17,4.4425,2.7675,4.91,4.79,2.6,3.26,3.2775,4.5925,3.02,3.87,1.47,0.69,1,0.5475
"OLMALINC (ENSG00000235823.1)",4.68,4.15,4.3,3.3975,2.2975,2.3775,2.4325,2.15,1.96,1.725,1.515,1.5575,3.3675,2.735,2.215,14.4775,11.25,11.6175
"LDHAP7 (ENSG00000235847.2)",2.4925,2.4825,1.46,2.4025,1.3775,1.24,7.6075,6.325,6.8325,1.2625,1.2275,1.7325,22.5175,21.47,17.2275,2.3,1.195,1.81
" (ENSG00000235852.1)",0,1.4475,2.335,1.4175,1.24,0,0.3475,0.36,0.51,2.12,0.8625,1.5125,1.6775,1.2375,1.2375,0,0,0
" (ENSG00000235859.4)",4.305,4.7525,2.8525,4.81,2.3975,2.9425,3.9225,4.2175,3.255,3.125,3.3125,3.3675,4.1075,4.8275,4.7275,12.7925,15.6725,12.4025
"B3GALT4 (ENSG00000235863.2)",13.8075,13.2925,12.655,2.8725,1.635,1.3525,1.2175,1.1225,1.025,7.8425,5.91,5.795,0.6075,0.5975,0.755,20.08,18.2075,17.885
"NA (ENSG00000235883.2)",0.7875,12.9775,2.2,17.2225,19.71,11.45,11.2175,11.135,7.63,4.14,3.6175,5.705,0.9975,4.1575,2.245,8.28,1.42,6.7775
"LINC00941 (ENSG00000235884.2)",0.305,0.7475,0.5275,0,0,0,4.305,3.9175,3.7625,0,0.1475,0,0,0,0,0,0,0
"TSPEAR-AS1 (ENSG00000235890.1)",5.545,4.4075,3.37,0.31,0.275,0.265,0.0825,0.1675,0.0875,0.08,0,0.1825,0.0925,0,0.1325,0,0,0
"TM4SF19-AS1 (ENSG00000235897.1)",0.1675,1.61,1.97,0.61,3.2425,0,2.645,1.645,2.38,5.62,2.4325,3.8875,6.965,1.5525,2.0375,0.5275,0.955,3.085
"LINC01564 (ENSG00000235899.1)",0.4125,0,0,11.05,9.9825,11.18,0,0,0.2375,10.535,9.665,9.5275,0,0,0,0,0,1.1325
"ASH1L-AS1 (ENSG00000235919.3)",5.34,5.3025,7.285,5.185,3.11,3.52,1.1625,1.82,2.505,3.1775,3.71,2.3025,3.475,2.3,2.235,3.6375,2.2475,3.0725
"ZNF815P (ENSG00000235944.3)",1.8475,1.7925,1.855,8.56,7.585,7.9425,1.295,1.1725,1.54,3.2975,2.675,3.8525,4.3875,3.9,3.1625,11.18,12.905,11.7825
"TTC28-AS1 (ENSG00000235954.2)",7.38,6.5325,8.4825,18.67,18.55,16.9475,14.17,16,12.9575,10.7025,9.5725,9.2,6.92,7.76,7.3375,6.0675,7.1625,7.9025
"PNMA6A (ENSG00000235961.3)",0,0,0,0,0,0,0,0,0,4.03,3.9275,4.4975,0,0,0,0,0,0
"NA (ENSG00000235999.1)",1.305,1.57,1.705,0,0,0,0.3225,0.11,0.2375,0,0,0,0.8075,0.235,0.71,1.42,2.27,2.2525
"LINC01814 (ENSG00000236008.1)",0.25,0.24,0.2575,0,0,0,1.2375,0.255,1.2725,0.0375,0.025,0,0,0,0,0.3525,4.9925,0.5175
"RPL17P36 (ENSG00000236058.2)",2.49,2.74,1.9525,6.56,6.725,15.39,3.445,6.37,3.77,5.3725,4.57,5.965,2.3225,0,0.3775,1.39,2.0575,2.545
"HSPB1P1 (ENSG00000236060.2)",10.185,15.7975,18.7775,0,2.86,0,8.425,3.6825,3.1425,36.835,30.885,25.8575,12.2325,19.795,14.89,15.0225,12.91,7.085
"ELFN1-AS1 (ENSG00000236081.1)",12.89,10.215,10.4925,0,0,0,0,0,0,0,0,0,5.66,5.6075,4.685,0,0.2775,0
"COX10-AS1 (ENSG00000236088.5)",3.4,3.28,2.89,5.1125,5.1425,4.7825,5.365,6.5425,5.565,6.3725,4.5075,4.565,5.2125,3.8425,4.295,14.0425,13.0975,12.3675
"LDHAP3 (ENSG00000236090.2)",1.9675,1.6325,1.645,1.13,1.145,0.9975,4.985,4.955,4.8175,0.545,0.63,0.6,15.7975,13.9375,13.255,2.6075,1.125,0.945
"ZBTB22 (ENSG00000236104.2)",6.4575,6.185,6.605,9.8075,9.1775,8.5925,7.2175,8.6925,9.4325,12.8025,12.7,11.0725,10.73,9.785,10.1375,17.995,23.38,25.2975
"SCN1A-AS1 (ENSG00000236107.3)",0,0,0,0.25,0.16,0.235,0,0,0,0,0,0,1.8225,1.2225,0.9475,0,0,0
" (ENSG00000236137.1)",0,0,0,0,0.1725,0,0.0675,0,0.2075,0.0625,0.1325,0.765,0,0,0,1.36,1.97,1.8275
"DUX4L26 (ENSG00000236138.4)",0,0.105,0,0.135,0,0,0,0,0,0.1775,0.1075,0,0.105,0,0,3.045,4.315,4.255
"TMEM147-AS1 (ENSG00000236144.2)",10.3,9.015,8.205,10.8,13.02,11.5575,1.505,3.085,2.1375,6.3825,7.4225,6.6025,4.9225,4.41,4.53,2.645,4.93,4.755
"NA (ENSG00000236157.2)",1.17,0,0.4725,0,0,0,0,0,0,16.81,13.4225,9.54,0,0,0,0.97,0.9825,0.595
"KDM4A-AS1 (ENSG00000236200.1)",1.31,0.975,1.805,5.18,2.735,1.1975,3.6975,2.485,2.8125,4.8775,4.8525,3.055,1.3075,1.66,0.49,2.0975,1.4775,1.645
"LINC01376 (ENSG00000236204.1)",0,0,0.06,2.465,1.5525,1.47,1.3975,2.5525,3.0275,1.17,1.695,1.5775,1.2075,0.625,1.205,1.1725,0.655,0.985
"NA (ENSG00000236233.3)",1.4725,1.26,1.0275,0.545,0.43,0.2775,0.57,0.89,0.5275,0.7575,0.335,0.7775,1.2575,0.6675,1.3925,0.0525,0,0.19
"SLC25A3P1 (ENSG00000236253.3)",0,0,0,0,0,0,0,0,0,4.4325,3.1325,3.8225,0,0,0,0,0,0
"EI24P2 (ENSG00000236257.1)",2.2425,1.55,1.56,0.4275,0.3175,0.1825,0.7875,0.11,0.6475,1.1025,0.7,0.825,0.6525,0.29,1.065,0.6975,0.4325,0.575
"RPL26P30 (ENSG00000236264.3)",2.3375,3.3075,1.1625,2.0725,1.385,2.205,3.3825,2.9825,3.1675,3.175,1.65,1.7575,3.9825,3.7025,2.3475,2.5075,2.875,2.8375
"CLEC2L (ENSG00000236279.2)",0,0.095,0,7.56,9.725,7.645,0.0775,0,0,0,0,0,0,0,0,0.09,0,0
"ZBED5 (ENSG00000236287.3)",23.77,24.5725,23.2575,26.31,27.555,29.385,16.2525,16.925,15.8725,21.2875,18.1725,18.11,7.76,9.865,6.6425,18.735,23.7125,22.5225
"GUSBP5 (ENSG00000236296.3)",0,0,0,2.8975,4.0625,2.28,1.8375,3.6525,2.1775,3.63,4.8725,3.5875,2.21,1.0925,0.97,3.2625,2.3375,4.6825
"TRHDE-AS1 (ENSG00000236333.3)",0,0,0,0,0,0,0,0,0,0,0,0,2.1125,2.0725,2.1425,0,0,0
"NA (ENSG00000236338.1)",43.1975,43.6925,47.995,50.5425,44.4925,50.275,51.215,51.2075,50.4875,68.0775,70.0025,71.6275,58.855,68.5025,65.2825,72.23,58.6275,69.93
" (ENSG00000236360.1)",0,1.4675,0.585,2.21,0.5675,0,1.98,1.5075,2.725,2.05,3.35,2.4275,10.37,11.74,11.9475,0,2.5925,2.7075
"LINC00479 (ENSG00000236384.3)",1.8525,1.37,1.5375,0,0,0.0825,0,0,0,0.22,0.0575,0.0575,0,0,0,0,0,0
"DDX11L2 (ENSG00000236397.2)",0.975,0.9075,0.8275,0.105,0.08,0.1375,0,0.0725,0.3175,4.9225,5.095,5.61,3.52,3.03,3.1125,0.1875,0.46,0
"VLDLR-AS1 (ENSG00000236404.4)",0.5675,0.2775,0.19,0.4325,5.22,5.0775,0.3825,0.45,0.4625,1.275,2.77,1.5375,0.6625,0.27,1.9525,7.5775,32.925,36.195
" (ENSG00000236432.3)",0.39,0.2225,0.045,0.3,0,0.4125,0.1825,0.62,0.26,0.425,0.44,0.5225,2.3425,1.855,1.5325,0.41,0.4625,0.1975
"FAM157A (ENSG00000236438.2)",0.26,0.695,0.25,3.4275,3.505,2.6,0.2975,0.0825,0.1225,4.2625,3.4775,4.66,0.4625,0.7475,0.4725,0.91,0.8025,1.6975
" (ENSG00000236439.3)",10.98,17.9225,14.2025,17.73,32.4675,36.7925,5.63,18.475,3.015,5.315,10.835,11.34,7.29,6.7175,10.03,23.255,21.87,15.69
"UBE2L5 (ENSG00000236444.2)",13.71,13.5075,9.505,5.14,5.37,6.455,2.69,2.86,4.1175,1.1075,2.245,3.4725,4.2525,4.9,8.26,6.56,5.695,7.565
" (ENSG00000236456.1)",2.085,2.3975,4.7225,3.3325,4.2625,4.9675,4.9625,3.45,3.04,3.41,2.93,2.385,4.95,3.14,2.1175,2.7875,3.94,3.0325
"PKMP1 (ENSG00000236480.1)",0.595,0.6975,0.655,0.28,0.3125,0.2375,1.065,1.385,0.83,0.7875,0.3925,0.2975,1.025,0.845,0.42,0.3625,0.1,0.1225
"RPL13AP5 (ENSG00000236552.1)",98.2925,76.15,85.365,169.66,200.0375,239.735,167.2775,178.8375,160.4575,100.94,117.36,109.63,106.7225,112.995,135.23,98.845,119.1275,117.7025
"HNRNPA3P5 (ENSG00000236565.2)",22.4925,1.4175,44.12,38.1975,49.7575,66.235,19.9475,22.415,80.6025,18.585,64.0875,28.13,0.665,24.155,14.765,57.175,33.0825,47.12
"RANP1 (ENSG00000236603.1)",9.3075,5.0375,6.0575,9.2375,5.98,6.7775,2.9975,3.83,4.27,4.7425,5.645,5.4025,5.4225,5.59,7.1575,3.87,3.83,4.84
"ZNF853 (ENSG00000236609.3)",2.275,1.735,1.8625,9.4475,11.9625,10.705,2.0525,2.0325,2.395,1.005,1.1075,1.0075,0.03,0.1275,0.105,0,0.2075,0.1725
" (ENSG00000236617.2)",0,0,0,0.3075,0.485,0.8775,0,0.495,0.2475,0,0,0,0.32,0.495,0.44,5.0025,7.84,4.0675
"PITPNA-AS1 (ENSG00000236618.2)",13.7025,13.65,10.99,40.5875,43.6475,39.825,22.0175,22.03,21.57,25.7025,23.7325,18.9675,14.9425,15.4775,14.31,52.0275,58.315,53.825
"NA (ENSG00000236624.4)",2.1275,2.2275,2.7,2.6,1.2225,1.59,3.2775,3.35,2.575,1.8225,1.7425,2.1925,6.4375,6.67,5.685,2.6375,2.195,2.47
"NA (ENSG00000236669.1)",0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195,0.975,0.885
"MTX1P1 (ENSG00000236675.1)",0,0,0,0,0.78,0,0.3225,0.7225,0.305,0,0,0,0.985,0,1.055,1.9775,2.34,1.6375
" (ENSG00000236682.1)",3.085,3.2075,3.0625,0,0.0375,0,0.0425,0.035,0.035,0.175,0.1375,0.0575,0.885,1.35,0.9975,0.0425,0,0.055
"HMGA1P1 (ENSG00000236683.2)",0.7125,1.64,1.91,0.755,0.285,0,0.9775,0.61,0.855,0.155,0.425,0.125,2.6925,3.405,1.64,0.1425,0,0
"EIF1AXP1 (ENSG00000236698.1)",47.34,44.23,43.485,30.94,29.485,37.3175,50.4525,54.395,48.4875,10.915,15.1925,30.52,19.11,30.745,18.0175,51.415,56.1575,55.8225
"ARHGEF38 (ENSG00000236699.4)",1.0425,1.1875,1.045,0.1075,0,0,0,0,0,0,0,0,0,0,0,6.505,7.855,5.135
"LINC01186 (ENSG00000236751.1)",4.0325,4.9775,3.5275,0.2575,0,0,0.6925,0.715,0.4475,0.22,0.5,1.0375,0.2575,0,0.2725,0,0,0
"MKLN1-AS (ENSG00000236753.1)",3.515,3.05,2.5425,2.8525,3.15,4.2075,6.515,5.355,5.6425,6.095,3.1725,4.9075,1.5725,1.2025,1.7825,4.455,7.1125,6.4275
"CTAGE9 (ENSG00000236761.4)",0.2275,0.8325,0,0,0,0.245,0.415,0,0,0,0,0,0,0,0,0.265,0.29,0.3075
"INTS6-AS1 (ENSG00000236778.3)",0.8825,0,0.4175,0.9075,0.4775,1.005,0.42,0.57,0.8075,0.99,1.8975,2.28,2.07,1.815,1.45,3.615,5.44,3.5625
"RPL24P8 (ENSG00000236801.1)",7.005,7.1475,5.0525,5.37,5.09,10,4.945,4.27,4.5825,4.39,5.0075,6.005,5.6225,2.19,5.6575,2.5725,3.2975,2.4275
"ELOA-AS1 (ENSG00000236810.1)",6.3275,6.0675,7.385,9.105,10.0775,8.225,2.0425,2.045,3.68,10.82,12.54,10.97,3.485,5.615,2.5825,8.8,8.6275,9.885
" (ENSG00000236814.1)",1.56,2.7225,2.2975,1.3425,1.56,1.1375,3.275,4.43,4.62,1.51,0.9175,2.1225,1.6875,1.7625,1.58,2,2.135,1.7975
"BCYRN1 (ENSG00000236824.1)",2,2.09,2.1475,1.17,1.4875,1.7225,4.595,5.215,6.055,1.7875,1.1675,1.49,6.7275,8.31,7.5475,1.46,1.3425,1.525
"CBR3-AS1 (ENSG00000236830.2)",2.88,2.8625,2.2425,1.96,1.35,1.505,1.31,0.145,0.51,2.345,2.14,1.005,2.3875,1.7925,1.55,7.095,9.755,9.8525
" (ENSG00000236833.1)",2.725,3.7175,3.4675,0,0,0,0,0,0,0.3475,0.2725,0.2825,0,0,0,0,0.5025,0.1975
"NA (ENSG00000236850.4)",2.58,2.6525,2.365,3.3925,4.4825,3.02,1.68,1.615,0.905,1.9075,1.67,1.91,2.345,2.1475,1.975,4.5475,3.87,5.4675
"NIFK-AS1 (ENSG00000236859.2)",4.16,3.7875,4.33,7.6825,6.38,6.7675,6.0775,6.445,5.2825,8.18,7.2375,6.1175,2.2325,3.9675,2.7575,4.5825,4.6825,5.685
" (ENSG00000236883.1)",7.0725,13.1975,8.9175,0.13,3.0825,1.8675,0.285,1.26,0,7.5175,2.3475,3.6675,1.1775,0.7575,2.745,5.06,4.4275,2.755
"MIR600HG (ENSG00000236901.3)",0.395,0.5325,0.8175,4.9025,4.3775,4.99,1.94,1.9675,1.6925,0.995,1.3175,0.92,0.7425,0.9475,1.0525,0.78,1.0925,1.0025
" (ENSG00000236924.1)",0,0,0,1.57,2.1975,1.015,1.795,2.0325,2.74,3.925,5.2775,5.7875,0,0,0,1.0025,1.14,1.575
"NA (ENSG00000236933.1)",0,0,0,5.1725,0.44,1.87,0,0.1425,0,0,0.1725,3.3525,0.74,0,0,1.11,0,0
"NA (ENSG00000236943.2)",7.575,7.6825,8.46,2.5175,1.64,1.265,1.0225,0.425,1.205,4.0675,5.11,5.64,1.485,1.07,1.77,4.94,8.945,6.18
" (ENSG00000236947.1)",0.315,0.5825,0.3,1.05,0.4725,0,0,0,0,0,0,0,0.23,0,0.3275,4.515,6.9325,4.5025
"ZEB1-AS1 (ENSG00000237036.4)",6.21,5.695,7.0925,5.3075,4.3925,5.8575,4.1425,3.4075,4.31,4.4875,4.3725,2.29,5.275,3.785,5.07,2.34,3.8675,3.5425
"NDUFA6-DT (ENSG00000237037.5)",3.525,2.95,2.8575,3.8775,2.9325,3.77,1.3875,0.7325,0.7225,2.05,1.3275,3.5875,1.055,0.685,0.915,7.0775,10.48,7.175
" (ENSG00000237094.7)",18.0175,17.22,15.1375,21.325,24.2625,14.77,2.56,3.165,4.4025,14.085,12.955,12.085,12.5775,16.465,13.775,9.8725,12.3075,11.5125
"ZNF503-AS2 (ENSG00000237149.4)",6.9875,6.0525,5.6175,24.935,27.2225,23.2275,6.6775,8.835,8.8275,6.0125,7.8575,6.1275,1.095,1.695,1.465,3.37,4.535,5.165
" (ENSG00000237161.3)",0.84,1.0925,0.635,1.165,1.065,1.0975,0.2375,0.2775,0.21,0.9125,1.2025,1.4375,0.59,0.7425,0.53,0.925,0.9625,0.665
"LINC01792 (ENSG00000237166.1)",0,0,0,0,0,0.085,0,0,0,0,0,0,35.6275,36.8775,27.425,0,0.07,0
" (ENSG00000237167.1)",0,0,0,0,0,0,0,0,0,5.1,4.51,4.7375,0,0,0,0,0,0
"B3GNT9 (ENSG00000237172.3)",14.1225,14.5875,15.5675,3.4475,2.17,1.4,4.8775,4.635,4.425,0.755,0.9375,0.6625,5.21,5.34,4.95,1.2275,1.5525,1.285
"NR2F1-AS1 (ENSG00000237187.4)",0.425,0.38,0.15,1.925,1.8525,3.52,1.0375,0.6775,0.06,2.785,3.5575,4.46,14.815,16.5375,12.3675,0.0475,0.46,0.5625
" (ENSG00000237188.3)",3.72,3.4125,3.06,0.9625,0.7225,0.9875,0.31,0.1425,0.35,2.26,1.8775,1.3375,1.1725,2.1675,1.3625,5.985,8.42,8.41
"CDKN2AIPNL (ENSG00000237190.3)",41.95,40.645,44.725,63.1625,42.925,40.41,121.7225,114.645,116.115,141.785,116.11,108.985,33.5525,37.8925,36.07,60.55,57.7,61.065
" (ENSG00000237214.2)",11.5725,13.7425,14.975,20.93,23.825,22.6775,25.3325,25.5325,25.4575,19.1325,23.4325,16.5175,18.2775,14.6225,14.3075,10.3225,6.76,8.2875
"BMS1P10 (ENSG00000237238.2)",2.11,1.6375,2.1875,0,0.59,0.2975,4.1125,4.245,4.9125,0.3675,0.16,0.695,8.2075,9.2125,7.53,3.1175,2.3925,2.755
"FTH1P11 (ENSG00000237264.4)",8.59,5.1075,7.8925,9.02,13.7525,14.775,6.285,6.6925,6.945,4.4775,7.2575,10.51,2.2875,4.205,2.655,8.185,18.1525,22.025
"ANO7L1 (ENSG00000237276.4)",6.395,8.4425,7.9375,4.1,4.0275,3.17,0,0,1.2775,2.065,2.635,0,2.2525,3.815,2.68,10.065,5.6075,7.5425
"CKMT1B (ENSG00000237289.5)",88.5175,89.9025,90.37,37.4225,27.145,25.81,0.53,0.495,0.7925,98.1475,94.17,105.465,24.005,25.76,29.945,53.6275,40.91,39.1325
"SMG1P1 (ENSG00000237296.5)",10.98,13.225,9.3975,5.84,8.3925,8.1975,24.5825,25.38,24.715,11.6,12.685,10.7625,12.3875,9.565,10.7875,8.755,14.6925,10.8775
"TTN-AS1 (ENSG00000237298.4)",10.36,9.975,10.2975,8.8575,14.6275,11.7175,10.9175,13.58,13.5175,11.725,9.3,10.8225,19.1925,19.925,19.32,0.12,0.0275,0
" (ENSG00000237310.1)",6.17,4.7575,4.24,17.11,15.925,13.705,6.9275,7.02,6.145,3.7475,5.285,3.18,1.8925,2.5025,2.8025,15.5225,13.69,13.5775
"RNF223 (ENSG00000237330.2)",11.255,11.5475,10.41,0.685,0.2675,0.4475,0,0,0.06,0.9125,0.3925,0.445,0.865,1,0.715,2.965,2.6125,3.785
"CDC42P6 (ENSG00000237350.1)",10.285,9.225,6.735,4.63,8.015,4.81,7.735,4.425,5.3925,5.1725,3.96,5.24,7.8725,5.4375,7.2475,9.3725,9.17,9.1975
" (ENSG00000237357.1)",0.1525,0,0,0.0575,0.1425,0.105,0,0.0625,0,0.615,1.765,0.6525,0.9975,0.2125,0.015,0.4125,0,0.125
"HOXD-AS2 (ENSG00000237380.2)",0.73,1.695,1.35,0.135,0,0,0,0,0,1.705,1.8175,1.155,0,0,0.1575,0,0,0
"FOXD2-AS1 (ENSG00000237424.1)",2.0675,1.13,2.1275,1.62,1.3,0.985,1.5975,2.1925,2.145,2.1275,1.785,1.8425,4.885,4.55,5.545,0.3975,0.2275,0.2975
"CECR7 (ENSG00000237438.2)",2.22,4.4375,3.4475,1.1025,0.1125,0.0725,5.26,4.145,4.11,0,0,0.0525,8.355,5.7875,6.465,0.06,0,0.055
"ZNF737 (ENSG00000237440.4)",0.0475,0,0.04,0.9625,0.835,0.545,0,0,0,0.0825,0.04,0.11,5.1525,5.9775,3.2525,9.4325,10.8325,9.7175
"RGL2 (ENSG00000237441.5)",36.5225,33.1025,33.33,28.7025,30.5125,26.9575,27.035,24.83,28.1925,42.0375,34.315,33.1425,45.48,49.83,49.4725,84.8925,83.8525,77.6175
"LINC01637 (ENSG00000237476.1)",3.2325,3.275,4.2825,0,0,0,1.3475,1.585,1.625,0,0,0,1.65,1.8925,1.155,1.5925,1.31,1.9075
" (ENSG00000237491.4)",2.295,1.84,1.1775,0.3925,0.66,0.58,1.5025,1.955,1.7125,1.2975,1.7775,0.7575,1,0.885,0.5025,0.965,3.975,2.7475
" (ENSG00000237493.3)",0.925,2.8825,1.055,3.15,2.18,3.585,1.535,2.105,2.32,0,1.75,2.5375,1.6375,1.45,1.4925,7.0075,8.315,6.4825
" (ENSG00000237499.2)",0.195,0.1325,0,0,0,0,0,0,0,0.69,0.385,0.15,11.72,11.4725,9.73,0,0.255,0
"RPSAP15 (ENSG00000237506.2)",8.255,6.4075,9.36,2.7425,2.81,5.8525,2.21,2.2475,0.6025,23.4275,19.985,20.5325,11.7225,13.6475,9.6825,2.2325,2.9175,2.54
"UNC5B-AS1 (ENSG00000237512.2)",28.84,33.9275,34.5625,0.25,0.3125,0,0,0,0,2.3925,1.97,3.15,0,0,0,0,0.7175,1.21
"SHISA9 (ENSG00000237515.6)",0.025,0.13,0,13.0475,18.08,19.745,0.0425,0.015,0.0525,0.68,0.51,0.55,14.6425,12.685,11.8425,0.1075,0.0925,0.095
"DGCR5 (ENSG00000237517.4)",7.905,6.4375,6.9325,1.38,0.6,1.3275,3.905,2.685,3.135,1.615,2.42,2.63,0.8925,0.9425,0.915,0,0,0
"NONOP2 (ENSG00000237522.1)",0.5375,0.89,0.5475,1.8525,0.7925,1.1825,0,0.1725,0.38,0.5925,0.575,0.2575,0.3225,0.595,0,1.075,1.0225,1.365
"LINC00857 (ENSG00000237523.1)",18.2025,16.3,11.9475,0,0,0,10.33,10.1875,9.6325,16.44,15.81,13.035,28.7,32.705,25.2325,0,0,0
"RPL9P9 (ENSG00000237550.4)",478.01,482.185,566.9575,590.41,659.5225,693.8225,490.3675,471.8,437.7275,441.6175,515.3325,511.4775,187.0075,187.92,197.3175,179.4325,170.9875,202.145
" (ENSG00000237594.2)",0,0,0,2.0275,2.0625,1.25,3.3125,3.435,2.37,4.56,3.27,3.78,2.1625,1.35,1.655,4.3125,4.52,3.28
"KIFC1 (ENSG00000237649.3)",28.5425,25.0225,24.4025,48.3275,21.3225,19.6425,79.285,68.815,79.0275,65.485,53.7625,47.5125,87.06,67.88,57.7475,37.425,22.605,25.9175
"C2orf74 (ENSG00000237651.2)",0,0,0,0,0,0,37.275,32.5575,34.7075,53.035,52.505,49.81,20.705,21.455,17.7975,30.1725,34.3625,32.83
" (ENSG00000237669.1)",0.645,0,0.5275,0,0,0,0.625,0.5475,1,4.425,3.025,2.89,1.6725,1.2575,2.345,0,0,0.225
"NA (ENSG00000237683.5)",0.7025,0.14,0.5225,7.53,6.63,5.535,0.16,0,0.1775,1.46,1.64,1.1925,9.8825,10.4225,8.935,2.1675,3.0775,3.8925
" (ENSG00000237686.2)",2.295,2.5575,3.1175,0,0,0,0.6575,0.7925,0.8825,0.3425,0,0,0,0,0,5.96,1.7225,2.195
"NA (ENSG00000237697.2)",0.675,0.615,0.62,0.345,0.2425,0.08,0.1075,0,0,0.665,0.84,0.935,0.295,0.3925,0.06,0.235,0,0
" (ENSG00000237732.5)",3.325,4.915,4.8025,1.27,1.185,0.82,0,0,0,0,0,0,0,0,0,0,0,0
" (ENSG00000237753.1)",0.9525,0.7425,0.675,0.5625,0.255,0.085,0.515,0.55,0.425,0.445,0.5475,0.335,0.88,0.54,0.7675,1.625,0.9825,0.9875
"FAM200B (ENSG00000237765.2)",26.4625,20.5075,22.98,33.655,28.4175,28.3025,20.5,15.46,22.6925,26.2075,28.0525,24.44,16.95,15.4975,14.5325,32.7075,39.9625,43.15
" (ENSG00000237773.1)",0.5275,0.66,0,0.34,0.2725,0.3775,0.5975,0.8475,1.085,0.295,0,0,1.2375,0.73,0.4575,6.945,6.0325,5.835
" (ENSG00000237807.3)",0.9475,0.4675,1.0175,0.05,0.065,0,0,0,0,10.3325,6.4725,6.755,15.5825,12.6025,11.4925,12.7025,13.5825,13.895
" (ENSG00000237813.3)",0,0.8725,0.27,0,0.1775,0.3,0.6075,0.2125,0.2175,5.7925,4.245,3.77,2.4775,3.12,1.8975,0,0,0.275
" (ENSG00000237821.1)",1.215,1.5525,0.69,2.93,2.08,3.2425,2.2025,2.8775,2.4925,3.1275,2.6125,1.78,1.56,3.2475,1.615,4.9425,6.9125,5.3325
"LINC00674 (ENSG00000237854.3)",6.745,5.59,5.905,2.7675,10.1275,4.56,1.51,2.95,1.58,4.57,39.2375,2.1925,13.175,4.48,11.58,24.365,14.7075,19.1025
"NA (ENSG00000237857.2)",3.8325,3.4125,3.3525,4.54,5.95,5.9825,1.755,2.195,2.25,3.7275,4.095,3.95,1.97,1.88,1.7125,0.6575,0.95,1.2125
